hs_code_national,landgruppe,landgruppenavn,avgiftstype,avgiftstypebeskrivelse,avgiftsgruppe,avgiftsgruppebeskrivelse,duty_value,rate_type,valid_from,valid_to,enhet,enhet_beskrivelse,oresats_flag
22051001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,984,"Kullsyrefri, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22051001,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
22051001,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,512,"Vin, over 0,7 tom. 2,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,513,"Vin, over 2,7 tom.3,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,514,"Vin, over 3,7 tom. 4,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,515,"Vin, over 4,7 tom 10 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,516,"Vin, over 10 tom 15 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,517,"Vin, over 15 tom 22 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,801,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala t.o.m. 50' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,802,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 50' t.o.m. 100' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,803,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 100' t.o.m. 150' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,804,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 150' t.o.m. 200' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22051009,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,200,Grunnavgift på vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,200,Grunnavgift på vin og brennevin metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,200,Grunnavgift vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,200,Grunnavgift vin og brennevin plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,200,Brennevin/vin,1.7,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,225,"Brennevin/vin, 75 % retur",1.7,S,2025-01-01,"",S,Per stk.,TRUE
22051009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,992,"Brennevin/vin, 95 % retur",1.7,S,2024-07-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,205,"Brennevin/vin, 95% retur",6.91,S,2025-07-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,220,"Brennevin/vin, 80% retur",6.91,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,205,Brennevin/vin 95% retur,6.91,S,2019-01-10,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,215,Brennevin/vin 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,200,Brennevin/vin,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,205,"Brennevin/vin, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,210,"Brennevin/vin, 90% retur",4.18,S,2025-02-12,"",S,Per stk.,TRUE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,213,"Brennevin/vin, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,215,"Brennevin/vin, 85% retur",4.18,S,2025-01-30,"",S,Per stk.,TRUE
22051009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,982,"Brennevin/vin, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22051009,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
22059001,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,512,"Vin, over 0,7 tom. 2,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059001,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,200,Grunnavgift på vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,400,Grunnavgift på kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,200,Grunnavgift på vin og brennevin metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,300,Grunnavgift kullsyreholdige metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,400,Grunnavgift kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,200,Grunnavgift vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,300,Grunnavgift kullsyreholdige drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,400,Grunnavgift kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,200,Grunnavgift vin og brennevin plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,300,Grunnavgift kullsyreholdig drikkevarer plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,400,Grunnavgift kullsyrefrie drikkevarer plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,200,Brennevin/vin,1.7,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,225,"Brennevin/vin, 75 % retur",1.7,S,2025-01-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,992,"Brennevin/vin, 95 % retur",1.7,S,2024-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,205,"Brennevin/vin, 95% retur",6.91,S,2025-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,220,"Brennevin/vin, 80% retur",6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,205,Brennevin/vin 95% retur,6.91,S,2019-01-10,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,215,Brennevin/vin 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,300,Kullsyreholdige drikkevarer,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,315,Kullsyreholdige drikkevarer 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,400,Kullsyrefrie drikkevarer,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,405,Kullsyrefrie drikkevarer 95% retur,6.91,S,2019-01-10,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,415,Kullsyrefrie drikkevarer 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,993,"Kullsyreholdig, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,994,"Kullsyrefri, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,200,Brennevin/vin,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,205,"Brennevin/vin, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,210,"Brennevin/vin, 90% retur",4.18,S,2025-02-12,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,213,"Brennevin/vin, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,215,"Brennevin/vin, 85% retur",4.18,S,2025-01-30,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,300,Kullsyreholdige,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,305,"Kullsyreholdige, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,310,Kullsyreholdige drikkevarer 90% retur,4.18,S,2025-03-19,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,313,"Kullsyreholdige, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,315,Kullsyreholdige drikkevarer 85% retur,4.18,S,2025-01-30,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,400,Kullsyrefrie,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,405,"Kullsyrefrie, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,410,Kullsyrefrie drikkevarer 90% retur,4.18,S,2025-03-19,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,413,"Kullsyrefrie,  87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,415,Kullsyrefrie drikkevarer 85% retur,4.18,S,2025-01-30,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,982,"Brennevin/vin, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,983,"Kullsyreholdig, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,984,"Kullsyrefri, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22059001,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
22059001,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,512,"Vin, over 0,7 tom. 2,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,513,"Vin, over 2,7 tom.3,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,514,"Vin, over 3,7 tom. 4,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,515,"Vin, over 4,7 tom 10 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,516,"Vin, over 10 tom 15 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,517,"Vin, over 15 tom 22 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,801,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala t.o.m. 50' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,802,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 50' t.o.m. 100' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,803,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 100' t.o.m. 150' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,804,"Sider og mjød over 3,7 t.o.m. 4,7 %, småskala over 150' t.o.m. 200' liter",3.64,L,2025-01-01,"",L,Per liter,FALSE
22059009,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,200,Grunnavgift på vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,200,Grunnavgift på vin og brennevin metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,200,Grunnavgift vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,200,Grunnavgift vin og brennevin plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,200,Brennevin/vin,1.7,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,225,"Brennevin/vin, 75 % retur",1.7,S,2025-01-01,"",S,Per stk.,TRUE
22059009,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,992,"Brennevin/vin, 95 % retur",1.7,S,2024-07-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,205,"Brennevin/vin, 95% retur",6.91,S,2025-07-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,220,"Brennevin/vin, 80% retur",6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,205,Brennevin/vin 95% retur,6.91,S,2019-01-10,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,215,Brennevin/vin 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,200,Brennevin/vin,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,205,"Brennevin/vin, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,210,"Brennevin/vin, 90% retur",4.18,S,2025-02-12,"",S,Per stk.,TRUE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,213,"Brennevin/vin, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,215,"Brennevin/vin, 85% retur",4.18,S,2025-01-30,"",S,Per stk.,TRUE
22059009,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,982,"Brennevin/vin, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22059009,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
22060002,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,200,Grunnavgift på vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,400,Grunnavgift på kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,200,Grunnavgift på vin og brennevin metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,300,Grunnavgift kullsyreholdige metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,400,Grunnavgift kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,200,Grunnavgift vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,300,Grunnavgift kullsyreholdige drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GG,Grunnavgift engangsemballasje glass,400,Grunnavgift kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,200,Grunnavgift vin og brennevin plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,300,Grunnavgift kullsyreholdig drikkevarer plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,GP,Grunnavgift engangsemballasje plast,400,Grunnavgift kullsyrefrie drikkevarer plast,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,200,Brennevin/vin,1.7,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,225,"Brennevin/vin, 75 % retur",1.7,S,2025-01-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MA,Miljøavgift: kartong/papp,992,"Brennevin/vin, 95 % retur",1.7,S,2024-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,205,"Brennevin/vin, 95% retur",6.91,S,2025-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,220,"Brennevin/vin, 80% retur",6.91,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MB,Miljøavgift: metall,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,200,Brennevin/vin,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,205,Brennevin/vin 95% retur,6.91,S,2019-01-10,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,215,Brennevin/vin 85% retur,6.91,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MG,Miljøavgift: glass,992,"Brennevin/vin, 95 % retur",6.91,S,2024-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,200,Brennevin/vin,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,205,"Brennevin/vin, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,210,"Brennevin/vin, 90% retur",4.18,S,2025-02-12,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,213,"Brennevin/vin, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,215,"Brennevin/vin, 85% retur",4.18,S,2025-01-30,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,300,Kullsyreholdige,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,305,"Kullsyreholdige, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,310,Kullsyreholdige drikkevarer 90% retur,4.18,S,2025-03-19,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,313,"Kullsyreholdige, 87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,315,Kullsyreholdige drikkevarer 85% retur,4.18,S,2025-01-30,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,400,Kullsyrefrie,4.18,S,2025-01-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,405,"Kullsyrefrie, 95% retur",4.18,S,2025-07-01,"",S,Per stk.,FALSE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,410,Kullsyrefrie drikkevarer 90% retur,4.18,S,2025-03-19,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,413,"Kullsyrefrie,  87 % retur",4.18,S,2025-07-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,415,Kullsyrefrie drikkevarer 85% retur,4.18,S,2025-01-30,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,982,"Brennevin/vin, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,983,"Kullsyreholdig, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MP,Miljøavgift: plast,984,"Kullsyrefri, 90 % retur",4.18,S,2025-01-01,"",S,Per stk.,TRUE
22060002,ALLE,Avgift fra alle land,MV,Merverdiavgift,1,Merverdiavgift,25,P,2005-01-01,"",P,Prosent av verdien,FALSE
22060002,ALLE,Avgift fra alle land,MV,Merverdiavgift,2,Merverdiavgift lav sats,25,P,2012-01-01,"",P,Prosent av verdien,FALSE
22060003,ALLE,Avgift fra alle land,BV,Avgift på vin og brennev,512,"Vin, over 0,7 tom. 2,7 vol %",3.64,L,2025-01-01,"",L,Per liter,FALSE
22060003,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,200,Grunnavgift på vin og brennevin,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060003,ALLE,Avgift fra alle land,GA,Grunnavgift engangsemballasje kartong/papp,400,Grunnavgift på kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060003,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,200,Grunnavgift på vin og brennevin metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060003,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,300,Grunnavgift kullsyreholdige metall,1.42,S,2025-01-01,"",S,Per stk.,FALSE
22060003,ALLE,Avgift fra alle land,GB,Grunnavgift engangsemballasje metall,400,Grunnavgift kullsyrefrie drikkevarer,1.42,S,2025-01-01,"",S,Per stk.,FALSE
